content,label,filtered,cleaned,content_tokens,normalisasi
4 aja dulu baru mau ciba,0,aja dulu baru mau ciba,dulu baru ciba,"['dulu', 'baru', 'ciba']","['dulu', 'baru', 'ciba']"
mudah mudahan di proses,0,mudah mudahan di proses,mudah mudah proses,"['mudah', 'mudah', 'proses']","['mudah', 'mudah', 'proses']"
hidup,0,hidup,hidup,['hidup'],['hidup']
geh,0,geh,geh,['geh'],['geh']
agar segera semua transaksi normal kembali,0,agar segera semua transaksi normal kembali,agar segera semua transaksi normal kembali,"['agar', 'segera', 'semua', 'transaksi', 'normal', 'kembali']","['agar', 'segera', 'semua', 'transaksi', 'normal', 'kembali']"
semoga dapet membantu,0,semoga dapet membantu,moga dapet bantu,"['moga', 'dapet', 'bantu']","['semoga', 'dapat', 'bantu']"
coba 1 dulu kalo acc baru 5,0,coba dulu kalo acc baru,coba dulu kalo acc baru,"['coba', 'dulu', 'kalo', 'acc', 'baru']","['coba', 'dulu', 'kalau', 'terima', 'baru']"
asik,0,asik,asik,['asik'],['asyik']
kalau acc baru ganti bintang 5,0,kalau acc baru ganti bintang,kalau acc baru ganti bintang,"['kalau', 'acc', 'baru', 'ganti', 'bintang']","['kalau', 'terima', 'baru', 'ganti', 'bintang']"
iya,0,iya,iya,['iya'],['iya']
semoga dpt di setujui dangn limit yg cukup untuk usha berjualan,0,semoga dpt di setujui dangn limit yg cukup untuk usha berjualan,moga dpt tuju dangn limit cukup untuk usha jual,"['moga', 'dpt', 'tuju', 'dangn', 'limit', 'cukup', 'untuk', 'usha', 'jual']","['semoga', 'dapat', 'tuju', 'dangn', 'limit', 'cukup', 'untuk', 'usha', 'jual']"
belom dapat limit,0,belom dapat limit,bom dapat limit,"['bom', 'dapat', 'limit']","['bom', 'dapat', 'limit']"
"semoga di acc yaa, sangat membutuhkan untuk tambah modal usaha ã°å¸â¢âã°å¸â¢â",0,semoga di acc yaa sangat membutuhkan untuk tambah modal usaha,moga acc sangat butuh untuk tambah modal usaha,"['moga', 'acc', 'sangat', 'butuh', 'untuk', 'tambah', 'modal', 'usaha']","['semoga', 'terima', 'sangat', 'butuh', 'untuk', 'tambah', 'modal', 'usaha']"
"gampang si prosesya jg cepet tp penolakanya jg cepet mlh suruh sebulan kemudian pengajuanya lg,,, mohon data2 saya di hapus y jangan di salah gunakan soalya q mau hapus dari hp soalya q engk jadi meminjam tolong hapus y data2nya trimakasih",0,gampang si prosesya jg cepet tp penolakanya jg cepet mlh suruh sebulan kemudian pengajuanya lg mohon data saya di hapus y jangan di salah gunakan soalya q mau hapus dari hp soalya q engk jadi meminjam tolong hapus y data nya trimakasih,gampang prosesya jg cepet penolakanya jg cepet mlh suruh bulan kemudian pengajuanya mohon data saya hapus y jangan salah guna soalya q hapus hp soalya q engk jadi pinjam tolong hapus y data trimakasih,"['gampang', 'prosesya', 'jg', 'cepet', 'penolakanya', 'jg', 'cepet', 'mlh', 'suruh', 'bulan', 'kemudian', 'pengajuanya', 'mohon', 'data', 'saya', 'hapus', 'y', 'jangan', 'salah', 'guna', 'soalya', 'q', 'hapus', 'hp', 'soalya', 'q', 'engk', 'jadi', 'pinjam', 'tolong', 'hapus', 'y', 'data', 'trimakasih']","['gampang', 'prosesya', 'juga', 'cepat', 'penolakanya', 'juga', 'cepat', 'mlh', 'suruh', 'bulan', 'kemudian', 'pengajuanya', 'mohon', 'data', 'aku', 'hapus', 'iya', 'jangan', 'salah', 'guna', 'soalya', 'q', 'hapus', 'hp', 'soalya', 'q', 'engk', 'jadi', 'pinjam', 'tolong', 'hapus', 'iya', 'data', 'trimakasih']"
klau cair saya kasih 5 bintang,0,klau cair saya kasih bintang,klau cair saya kasih bintang,"['klau', 'cair', 'saya', 'kasih', 'bintang']","['kalau', 'cair', 'aku', 'kasih', 'bintang']"
indodana,0,indodana,indodana,['indodana'],['indodana']
"semoga semua pemohon pengajuan di terima untuk membantu yg sedang membutuhkan,.",0,semoga semua pemohon pengajuan di terima untuk membantu yg sedang membutuhkan,moga semua mohon aju terima untuk bantu sedang butuh,"['moga', 'semua', 'mohon', 'aju', 'terima', 'untuk', 'bantu', 'sedang', 'butuh']","['semoga', 'semua', 'mohon', 'aju', 'terima', 'untuk', 'bantu', 'sedang', 'butuh']"
cba dlu kalo brhasil,0,cba dlu kalo brhasil,cba dlu kalo brhasil,"['cba', 'dlu', 'kalo', 'brhasil']","['cba', 'dulu', 'kalau', 'brhasil']"
"saya pengajuan tgl 1 februari ternyata di tolak , saya mohon jaga data saya apabila di kemudian hari ada tagihan . saya tdk bertanggung jawab .ã°å¸â¢âã°å¸ââ¼ã°å¸â¢âã°å¸ââ¼ setelah saya di tolak langsung hari itu juga amplikasi saya hapus",0,saya pengajuan tgl februari ternyata di tolak saya mohon jaga data saya apabila di kemudian hari ada tagihan saya tdk bertanggung jawab setelah saya di tolak langsung hari itu juga amplikasi saya hapus,saya aju tgl februari nyata tolak saya mohon jaga data saya apabila kemudian hari ada tagih saya tdk tanggung jawab telah saya tolak langsung hari itu amplikasi saya hapus,"['saya', 'aju', 'tgl', 'februari', 'nyata', 'tolak', 'saya', 'mohon', 'jaga', 'data', 'saya', 'apabila', 'kemudian', 'hari', 'ada', 'tagih', 'saya', 'tdk', 'tanggung', 'jawab', 'telah', 'saya', 'tolak', 'langsung', 'hari', 'itu', 'amplikasi', 'saya', 'hapus']","['aku', 'aju', 'tanggal', 'februari', 'nyata', 'tolak', 'aku', 'mohon', 'jaga', 'data', 'aku', 'apabila', 'kemudian', 'hari', 'ada', 'tagih', 'aku', 'tidak', 'tanggung', 'jawab', 'telah', 'aku', 'tolak', 'langsung', 'hari', 'itu', 'amplikasi', 'aku', 'hapus']"
"suka, tapi kenapa di percepat pembayaran malah ngajuin lagi di tolak ya",0,suka tapi kenapa di percepat pembayaran malah ngajuin lagi di tolak ya,suka tapi kenapa cepat bayar malah ngajuin di tolak,"['suka', 'tapi', 'kenapa', 'cepat', 'bayar', 'malah', 'ngajuin', 'di', 'tolak']","['suka', 'tapi', 'kenapa', 'cepat', 'bayar', 'malah', 'ngajuin', 'di', 'tolak']"
purwokerto banyumas,0,purwokerto banyumas,purwokerto banyumas,"['purwokerto', 'banyumas']","['purwokerto', 'banyumas']"
"saya kasi bintang lima aja,cair atau tidak cair pi jaman sudah diatur",0,saya kasi bintang lima aja cair atau tidak cair pi jaman sudah diatur,saya bintang lima cair atau tidak cair jaman sudah atur,"['saya', 'bintang', 'lima', 'cair', 'atau', 'tidak', 'cair', 'jaman', 'sudah', 'atur']","['aku', 'bintang', 'lima', 'cair', 'atau', 'tidak', 'cair', 'zaman', 'sudah', 'atur']"
kasih bintang 5 aja deh,0,kasih bintang aja deh,kasih bintang deh,"['kasih', 'bintang', 'deh']","['kasih', 'bintang', 'deh']"
ã°å¸ââã°å¸ââok,0,ok,ok,['ok'],['ok']
3 aja dulu kalu d acc baru saya tambah lagi bintang ya,0,aja dulu kalu d acc baru saya tambah lagi bintang ya,dulu kalu acc baru saya tambah bintang,"['dulu', 'kalu', 'acc', 'baru', 'saya', 'tambah', 'bintang']","['dulu', 'kalu', 'terima', 'baru', 'aku', 'tambah', 'bintang']"
mudah2n prosesnya ga lama... soalnya aplikasi indodana memberikan jangka waktu perbulan yg sangat meringankan dibandingkan yg jw nya harian.. recomended,0,mudah n prosesnya ga lama soalnya aplikasi indodana memberikan jangka waktu perbulan yg sangat meringankan dibandingkan yg jw nya harian recomended,mudah n proses ga lama soal aplikasi indodana beri jangka bulan sangat ringan banding jw hari recomended,"['mudah', 'n', 'proses', 'ga', 'lama', 'soal', 'aplikasi', 'indodana', 'beri', 'jangka', 'bulan', 'sangat', 'ringan', 'banding', 'jw', 'hari', 'recomended']","['mudah', 'dan', 'proses', 'tidak', 'lama', 'soal', 'aplikasi', 'indodana', 'beri', 'jangka', 'bulan', 'sangat', 'ringan', 'banding', 'jw', 'hari', 'recomended']"
bismillah semoga bisa ya allah,0,bismillah semoga bisa ya allah,bismillah moga bisa allah,"['bismillah', 'moga', 'bisa', 'allah']","['bismillah', 'semoga', 'bisa', 'allah']"
saya atas nama sulistiani... minta tlg kpda ibu atau bapak untuk menghapus data2 saya... dikarenakan sudah tidak dipakai lagi terimakasih saya tunggu konfirmasinya,0,saya atas nama sulistiani minta tlg kpda ibu atau bapak untuk menghapus data saya dikarenakan sudah tidak dipakai lagi terimakasih saya tunggu konfirmasinya,saya atas nama sulistiani minta tlg kpda ibu atau bapak untuk hapus data saya karena sudah tidak pakai terimakasih saya tunggu konfirmasi,"['saya', 'atas', 'nama', 'sulistiani', 'minta', 'tlg', 'kpda', 'ibu', 'atau', 'bapak', 'untuk', 'hapus', 'data', 'saya', 'karena', 'sudah', 'tidak', 'pakai', 'terimakasih', 'saya', 'tunggu', 'konfirmasi']","['aku', 'atas', 'nama', 'sulistiani', 'minta', 'tolong', 'kpda', 'ibu', 'atau', 'bapak', 'untuk', 'hapus', 'data', 'aku', 'karena', 'sudah', 'tidak', 'pakai', 'terimakasih', 'aku', 'tunggu', 'konfirmasi']"
menurutku proses sangat mudah ... kasih bintang 3 dulu nanti kalo proses d setujui baru kasih bintang 5,0,menurutku proses sangat mudah kasih bintang dulu nanti kalo proses d setujui baru kasih bintang,turut proses sangat mudah kasih bintang dulu nanti kalo proses tuju baru kasih bintang,"['turut', 'proses', 'sangat', 'mudah', 'kasih', 'bintang', 'dulu', 'nanti', 'kalo', 'proses', 'tuju', 'baru', 'kasih', 'bintang']","['turut', 'proses', 'sangat', 'mudah', 'kasih', 'bintang', 'dulu', 'nanti', 'kalau', 'proses', 'tuju', 'baru', 'kasih', 'bintang']"
semoga bisa membantu dan auksen di pinjaman ini buat modal usaha,0,semoga bisa membantu dan auksen di pinjaman ini buat modal usaha,moga bisa bantu auksen pinjam buat modal usaha,"['moga', 'bisa', 'bantu', 'auksen', 'pinjam', 'buat', 'modal', 'usaha']","['semoga', 'bisa', 'bantu', 'auksen', 'pinjam', 'buat', 'modal', 'usaha']"
mohon d acc,0,mohon d acc,mohon acc,"['mohon', 'acc']","['mohon', 'terima']"
baru mau coba sih semoga lolos,0,baru mau coba sih semoga lolos,baru coba moga lolos,"['baru', 'coba', 'moga', 'lolos']","['baru', 'coba', 'semoga', 'lolos']"
mohon di acc ya emil faisal,0,mohon di acc ya emil faisal,mohon acc emil faisal,"['mohon', 'acc', 'emil', 'faisal']","['mohon', 'terima', 'emil', 'faisal']"
mohon bisa di acc ya kak,0,mohon bisa di acc ya kak,mohon bisa acc kak,"['mohon', 'bisa', 'acc', 'kak']","['mohon', 'bisa', 'terima', 'kakak']"
"hah untuk kesekian kalinya pinjaman saya ditolak/tidak di acc, udah sering kali ngajuin tetap aja ditolak sama indo dana, pokok nya sudah gak kehitung berapa kali pengajuan masih ditolak,mohon untuk menghapus data saya yang sudah masuk,03 februari 2023 aplikasi indodana saya hapus,saya tidak ada urusan lagi dengan aplikasi indodana, terimakasih ã°å¸â¢âã°å¸ââ»",0,hah untuk kesekian kalinya pinjaman saya ditolak tidak di acc udah sering kali ngajuin tetap aja ditolak sama indo dana pokok nya sudah gak kehitung berapa kali pengajuan masih ditolak mohon untuk menghapus data saya yang sudah masuk februari aplikasi indodana saya hapus saya tidak ada urusan lagi dengan aplikasi indodana terimakasih,untuk sekian kali pinjam saya tolak tidak acc udah sering kali ngajuin tetap tolak sama indo dana pokok sudah gak hitung berapa kali aju masih tolak mohon untuk hapus data saya sudah masuk februari aplikasi indodana saya hapus saya tidak ada urus dengan aplikasi indodana terimakasih,"['untuk', 'sekian', 'kali', 'pinjam', 'saya', 'tolak', 'tidak', 'acc', 'udah', 'sering', 'kali', 'ngajuin', 'tetap', 'tolak', 'sama', 'indo', 'dana', 'pokok', 'sudah', 'gak', 'hitung', 'berapa', 'kali', 'aju', 'masih', 'tolak', 'mohon', 'untuk', 'hapus', 'data', 'saya', 'sudah', 'masuk', 'februari', 'aplikasi', 'indodana', 'saya', 'hapus', 'saya', 'tidak', 'ada', 'urus', 'dengan', 'aplikasi', 'indodana', 'terimakasih']","['untuk', 'sekian', 'kali', 'pinjam', 'aku', 'tolak', 'tidak', 'terima', 'sudah', 'sering', 'kali', 'ngajuin', 'tetap', 'tolak', 'sama', 'indonesia', 'dana', 'pokok', 'sudah', 'tidak', 'hitung', 'berapa', 'kali', 'aju', 'masih', 'tolak', 'mohon', 'untuk', 'hapus', 'data', 'aku', 'sudah', 'masuk', 'februari', 'aplikasi', 'indodana', 'aku', 'hapus', 'aku', 'tidak', 'ada', 'urus', 'dengan', 'aplikasi', 'indodana', 'terimakasih']"
"bagus bangeit tapi belum di acc,mohon hapus data saya..",0,bagus bangeit tapi belum di acc mohon hapus data saya,bagus bangeit tapi belum acc mohon hapus data saya,"['bagus', 'bangeit', 'tapi', 'belum', 'acc', 'mohon', 'hapus', 'data', 'saya']","['bagus', 'bangeit', 'tapi', 'belum', 'terima', 'mohon', 'hapus', 'data', 'aku']"
kalo acc saya kasih bintang 5,0,kalo acc saya kasih bintang,kalo acc saya kasih bintang,"['kalo', 'acc', 'saya', 'kasih', 'bintang']","['kalau', 'terima', 'aku', 'kasih', 'bintang']"
udah 5 kali pengajuan gagal trus tolong kali ini lolosin dong,0,udah kali pengajuan gagal trus tolong kali ini lolosin dong,udah kali aju gagal trus tolong kali lolosin,"['udah', 'kali', 'aju', 'gagal', 'trus', 'tolong', 'kali', 'lolosin']","['sudah', 'kali', 'aju', 'gagal', 'terus', 'tolong', 'kali', 'lolosin']"
mudah2 an di apruv,0,mudah an di apruv,mudah di apruv,"['mudah', 'di', 'apruv']","['mudah', 'di', 'apruv']"
rating dari pengguna aplikasi semoga membantu ã°å¸â¢â,0,rating dari pengguna aplikasi semoga membantu,rating guna aplikasi moga bantu,"['rating', 'guna', 'aplikasi', 'moga', 'bantu']","['rating', 'guna', 'aplikasi', 'semoga', 'bantu']"
acc min,0,acc min,acc min,"['acc', 'min']","['terima', 'admin']"
"sy uninstal apk ini krena pengajuan sy d tolak jd jika ada yg menggunakan dan menyalah gunakan data sy mk sy tidak akan bertanggung jawab,",0,sy uninstal apk ini krena pengajuan sy d tolak jd jika ada yg menggunakan dan menyalah gunakan data sy mk sy tidak akan bertanggung jawab,sy uninstal apk krena aju sy tolak jd jika ada guna salah guna data sy mk sy tidak akan tanggung jawab,"['sy', 'uninstal', 'apk', 'krena', 'aju', 'sy', 'tolak', 'jd', 'jika', 'ada', 'guna', 'salah', 'guna', 'data', 'sy', 'mk', 'sy', 'tidak', 'akan', 'tanggung', 'jawab']","['saya', 'uninstall', 'aplikasi', 'krena', 'aju', 'saya', 'tolak', 'jd', 'jika', 'ada', 'guna', 'salah', 'guna', 'data', 'saya', 'mk', 'saya', 'tidak', 'akan', 'tanggung', 'jawab']"
semoga saja bisa di setujui aminn,0,semoga saja bisa di setujui aminn,moga bisa tuju aminn,"['moga', 'bisa', 'tuju', 'aminn']","['semoga', 'bisa', 'tuju', 'amin']"
bintang 3 dulu aplikasi kmrn normal2 aja. saya mau bayar tagihan terakhir utk pelunasan. tp skr aplikasinya tdk bisa dibuka. kwatir lewat jatuh tempo malah kena denda. mohon responnya,0,bintang dulu aplikasi kmrn normal aja saya mau bayar tagihan terakhir utk pelunasan tp skr aplikasinya tdk bisa dibuka kwatir lewat jatuh tempo malah kena denda mohon responnya,bintang dulu aplikasi kmrn normal saya bayar tagih akhir utk lunas skr aplikasi tdk bisa buka kwatir lewat jatuh tempo malah kena denda mohon responnya,"['bintang', 'dulu', 'aplikasi', 'kmrn', 'normal', 'saya', 'bayar', 'tagih', 'akhir', 'utk', 'lunas', 'skr', 'aplikasi', 'tdk', 'bisa', 'buka', 'kwatir', 'lewat', 'jatuh', 'tempo', 'malah', 'kena', 'denda', 'mohon', 'responnya']","['bintang', 'dulu', 'aplikasi', 'kemarin', 'normal', 'aku', 'bayar', 'tagih', 'akhir', 'untuk', 'lunas', 'sekarang', 'aplikasi', 'tidak', 'bisa', 'buka', 'kwatir', 'lewat', 'jatuh', 'tempo', 'malah', 'kena', 'denda', 'mohon', 'responnya']"
wilayah aceh tamiang dong kak,0,wilayah aceh tamiang dong kak,wilayah aceh tamiang kak,"['wilayah', 'aceh', 'tamiang', 'kak']","['wilayah', 'aceh', 'tamiang', 'kakak']"
belum di acc,0,belum di acc,belum acc,"['belum', 'acc']","['belum', 'terima']"
pengajuan sya ditolak,0,pengajuan sya ditolak,aju sya tolak,"['aju', 'sya', 'tolak']","['aju', 'aku', 'tolak']"
semoga di acc klo di acc aku tambahin bintang,0,semoga di acc klo di acc aku tambahin bintang,moga acc klo acc aku tambahin bintang,"['moga', 'acc', 'klo', 'acc', 'aku', 'tambahin', 'bintang']","['semoga', 'terima', 'kalau', 'terima', 'aku', 'tambahin', 'bintang']"
mudah mudahan lancar,0,mudah mudahan lancar,mudah mudah lancar,"['mudah', 'mudah', 'lancar']","['mudah', 'mudah', 'lancar']"
ã°å¸ëëã°å¸ëëã°å¸ëë,0,,,[],[]
udah lama instal baru bisa di pakai,0,udah lama instal baru bisa di pakai,udah lama instal baru bisa pakai,"['udah', 'lama', 'instal', 'baru', 'bisa', 'pakai']","['sudah', 'lama', 'pasang', 'baru', 'bisa', 'pakai']"
pi nyaman saya d tolak... saya uninstal aplikasi nya sekarang.. jga data diri saya.. terima kasih.....,0,pi nyaman saya d tolak saya uninstal aplikasi nya sekarang jga data diri saya terima kasih,nyaman saya tolak saya uninstal aplikasi sekarang jga data diri saya terima kasih,"['nyaman', 'saya', 'tolak', 'saya', 'uninstal', 'aplikasi', 'sekarang', 'jga', 'data', 'diri', 'saya', 'terima', 'kasih']","['nyaman', 'aku', 'tolak', 'aku', 'uninstall', 'aplikasi', 'sekarang', 'jga', 'data', 'diri', 'aku', 'terima', 'kasih']"
semoga mudah,0,semoga mudah,moga mudah,"['moga', 'mudah']","['semoga', 'mudah']"
pengajuan d tolak terus. pdhl riwayat kredit bagus,0,pengajuan d tolak terus pdhl riwayat kredit bagus,aju tolak pdhl riwayat kredit bagus,"['aju', 'tolak', 'pdhl', 'riwayat', 'kredit', 'bagus']","['aju', 'tolak', 'padahal', 'riwayat', 'kredit', 'bagus']"
bru nyoba,0,bru nyoba,bru nyoba,"['bru', 'nyoba']","['baru', 'coba']"
saya belanja maupun pinjam pake aplikasi insodana ga pernah telat kenapa tiba2 limitnya di non aktifkan. ga ada pemberitahuan.,0,saya belanja maupun pinjam pake aplikasi insodana ga pernah telat kenapa tiba limitnya di non aktifkan ga ada pemberitahuan,saya belanja maupun pinjam pake aplikasi insodana ga pernah telat kenapa tiba limit non aktif ga ada pemberitahuan,"['saya', 'belanja', 'maupun', 'pinjam', 'pake', 'aplikasi', 'insodana', 'ga', 'pernah', 'telat', 'kenapa', 'tiba', 'limit', 'non', 'aktif', 'ga', 'ada', 'pemberitahuan']","['aku', 'belanja', 'maupun', 'pinjam', 'pakai', 'aplikasi', 'insodana', 'tidak', 'pernah', 'telat', 'kenapa', 'tiba', 'limit', 'non', 'aktif', 'tidak', 'ada', 'pemberitahuan']"
"mohon penghapusan data saya , pengajuan d tolak, jangan menyalahgunakan data saya.",0,mohon penghapusan data saya pengajuan d tolak jangan menyalahgunakan data saya,mohon hapus data saya aju tolak jangan menyalahgunakan data saya,"['mohon', 'hapus', 'data', 'saya', 'aju', 'tolak', 'jangan', 'menyalahgunakan', 'data', 'saya']","['mohon', 'hapus', 'data', 'aku', 'aju', 'tolak', 'jangan', 'menyalahgunakan', 'data', 'aku']"
bintang satu dulu soalnya baru coba,0,bintang satu dulu soalnya baru coba,bintang satu dulu soal baru coba,"['bintang', 'satu', 'dulu', 'soal', 'baru', 'coba']","['bintang', 'satu', 'dulu', 'soal', 'baru', 'coba']"
masih baru coba. semoga acc,0,masih baru coba semoga acc,masih baru coba moga acc,"['masih', 'baru', 'coba', 'moga', 'acc']","['masih', 'baru', 'coba', 'semoga', 'terima']"
acc dlu yah baru bintang 5,0,acc dlu yah baru bintang,acc dlu baru bintang,"['acc', 'dlu', 'baru', 'bintang']","['terima', 'dulu', 'baru', 'bintang']"
maaf mau bertanya kalo cara logout nya gimana yah??,0,maaf mau bertanya kalo cara logout nya gimana yah,maaf tanya kalo cara logout gimana,"['maaf', 'tanya', 'kalo', 'cara', 'logout', 'gimana']","['maaf', 'tanya', 'kalau', 'cara', 'keluar', 'gimana']"
"semoga lolos dan berhasil,karena sangat berharap sekali",0,semoga lolos dan berhasil karena sangat berharap sekali,moga lolos hasil sangat harap sekali,"['moga', 'lolos', 'hasil', 'sangat', 'harap', 'sekali']","['semoga', 'lolos', 'hasil', 'sangat', 'harap', 'sekali']"
tolong di accc,0,tolong di accc,tolong accc,"['tolong', 'accc']","['tolong', 'accc']"
proses mudah smoga di acc,0,proses mudah smoga di acc,proses mudah smoga acc,"['proses', 'mudah', 'smoga', 'acc']","['proses', 'mudah', 'smoga', 'terima']"
masa gk di acc min,0,masa gk di acc min,masa gk acc min,"['masa', 'gk', 'acc', 'min']","['masa', 'tidak', 'terima', 'admin']"
selamat siang cs indodana yg baik hati trimakasih,0,selamat siang cs indodana yg baik hati trimakasih,selamat siang cs indodana baik hati trimakasih,"['selamat', 'siang', 'cs', 'indodana', 'baik', 'hati', 'trimakasih']","['selamat', 'siang', 'cs', 'indodana', 'baik', 'hati', 'trimakasih']"
saya baru coba tapi kayaknya bagus aku kasih 2 dulu nanti kalok memang bagus dan membantu 10 pun aku kasih,0,saya baru coba tapi kayaknya bagus aku kasih dulu nanti kalok memang bagus dan membantu pun aku kasih,saya baru coba tapi kayak bagus aku kasih dulu nanti kalok bagus bantu aku kasih,"['saya', 'baru', 'coba', 'tapi', 'kayak', 'bagus', 'aku', 'kasih', 'dulu', 'nanti', 'kalok', 'bagus', 'bantu', 'aku', 'kasih']","['aku', 'baru', 'coba', 'tapi', 'seperti', 'bagus', 'aku', 'kasih', 'dulu', 'nanti', 'kalok', 'bagus', 'bantu', 'aku', 'kasih']"
